standalone | Starting Airflow Standalone
dag-processor | 2026-02-18T13:32:21.100728Z [info     ] Setting next_dagrun for tutorial_taskflow_api_virtualenv to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.169832Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.177976Z [info     ] Setting next_dagrun for tutorial to 2026-02-18 13:32:21.177714+00:00, run_after=2026-02-18 13:32:21.177714+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.219437Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.230825Z [info     ] Setting next_dagrun for example_workday_timetable to 2026-02-18 00:00:00+00:00, run_after=2026-02-19 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.308167Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.316707Z [info     ] Setting next_dagrun for example_skip_dag to 2026-02-18 13:32:21.316411+00:00, run_after=2026-02-18 13:32:21.316411+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.351620Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.358143Z [info     ] Setting next_dagrun for example_simplest_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.399747Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.406272Z [info     ] Setting next_dagrun for example_setup_teardown_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.466966Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.472049Z [info     ] Setting next_dagrun for tutorial_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.533059Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.538193Z [info     ] Setting next_dagrun for example_time_delta_sensor_async to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.572908Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.578065Z [info     ] Setting next_dagrun for example_xcom_args to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.580211Z [info     ] Setting next_dagrun for example_xcom_args_with_operators to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.616130Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.624070Z [info     ] Setting next_dagrun for example_xcom to 2021-01-01 00:00:00+00:00, run_after=2021-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.699564Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.703527Z [info     ] Setting next_dagrun for tutorial_objectstorage to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.723892Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.734625Z [info     ] Setting next_dagrun for example_complex to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.838783Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.846577Z [info     ] Setting next_dagrun for latest_only_with_trigger to 2026-02-18 13:32:21.846285+00:00, run_after=2026-02-18 13:32:21.846285+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.883133Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.893921Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.895648Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.897145Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.898757Z [info     ] Setting next_dagrun for asset_s3_bucket_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:21.973465Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:21.996494Z [info     ] Setting next_dagrun for example_passing_params_via_test_command to 2026-02-18 13:32:00+00:00, run_after=2026-02-18 13:32:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.039192Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.052957Z [info     ] Setting next_dagrun for read_asset_event to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.057850Z [info     ] Setting next_dagrun for read_asset_event_from_classic to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.109925Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.116376Z [info     ] Setting next_dagrun for example_dag_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.159531Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.174117Z [info     ] Setting next_dagrun for example_branch_dop_operator_v3 to 2026-02-18 13:32:00+00:00, run_after=2026-02-18 13:32:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.214402Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.229590Z [info     ] Setting next_dagrun for asset_with_extra_by_context to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.235064Z [info     ] Setting next_dagrun for asset_with_extra_by_yield to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.239312Z [info     ] Setting next_dagrun for asset_with_extra_from_classic_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.297767Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.309553Z [info     ] Setting next_dagrun for example_nested_branch_dag to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.356647Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.363891Z [info     ] Setting next_dagrun for example_params_ui_tutorial to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.395526Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.401574Z [info     ] Setting next_dagrun for example_dynamic_task_mapping_with_no_taskflow_operators to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.440611Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.445759Z [info     ] Setting next_dagrun for example_dynamic_task_mapping to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.447726Z [info     ] Setting next_dagrun for example_task_mapping_second_order to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.496110Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.501475Z [info     ] Setting next_dagrun for example_params_trigger_ui to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.533893Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.546894Z [info     ] Setting next_dagrun for example_custom_weight to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:22.571900Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:32:22.578794Z [info     ] Setting next_dagrun for example_branch_labels to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:32:24.590082Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:24.592727Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:32:29.665208Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
